author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 52259631;realtor;https://www.cian.ru/sale/flat/308377607/;Московская область;sale;flat;13;14;2;38.4;14000000;Чертаново Центральное;Чертановская ;43К1;Пражская;
Sezar Group;developer;https://www.cian.ru/sale/flat/303106303/;Московская область;sale;flat;2;51;1;37.01;17209650;Хорошевский;2-й Хорошевский проезд;7С15;Хорошёвская;SEZAR CITY
Sezar Group;developer;https://www.cian.ru/sale/flat/303106768/;Московская область;sale;flat;23;51;1;44.29;22942220;Хорошевский;2-й Хорошевский проезд;7С18;Хорошёвская;SEZAR CITY
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306509259/;Московская область;sale;flat;23;42;1;41.0;25000000;Котловка;Севастопольский проспект;22А;Крымская;Eniteo
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297075052/;Московская область;sale;flat;50;55;2;42.47;26900000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296569807/;Московская область;sale;flat;50;55;2;42.62;26900000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/299638719/;Московская область;sale;flat;8;22;2;70.5;27650000;Печатники;Южнопортовая ;;Угрешская;Portland
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297999260/;Московская область;sale;flat;4;12;2;58.3;31000000;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
TOUCH;developer;https://www.cian.ru/sale/flat/302838389/;Московская область;sale;flat;6;13;1;48.6;32493965;Южнопортовый;;к1;Дубровка;Шампайн ЖК
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/305920428/;Московская область;sale;flat;10;25;2;56.0;33000000;Хорошево-Мневники;Карамышевская набережная;34;Народное Ополчение;Wellton park
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/304167790/;Московская область;sale;flat;3;6;2;71.4;38500000;Даниловский;проспект Лихачева;18к3;Технопарк;Квартал на набережной NOW
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297080776/;Московская область;sale;flat;50;55;2;65.21;40500000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297716380/;Московская область;sale;flat;36;53;2;78.0;45800000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302464388/;Московская область;sale;flat;9;21;2;86.0;47300000;Хорошево-Мневники; Нижние Мневники;9;Терехово ;Остров
Capital Group;developer;https://www.cian.ru/sale/flat/288136857/;Московская область;sale;flat;59;85;2;80.6;72116980;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/288136854/;Московская область;sale;flat;54;85;2;83.3;72677453;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299294037/;Московская область;sale;flat;2;6;2;80.0;82500000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/303534738/;Московская область;sale;flat;42;78;2;76.7;82836000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/307674189/;Московская область;sale;flat;9;34;2;62.9;58000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/297087850/;Московская область;sale;flat;51;75;1;123.0;85000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/303570935/;Московская область;sale;flat;4;6;2;75.1;85000000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/294457758/;Московская область;sale;flat;43;73;2;123.0;149000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/307397567/;Московская область;sale;flat;46;73;2;123.0;150000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Сергей Штефан;realtor;https://krasnodar.cian.ru/sale/flat/295958176/;Московская область;sale;flat;2;3;1;31.5;3100000;Темрюк;Октябрьская ;3;;
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/306921378/;Московская область;sale;flat;5;5;1;32.4;3700000;мкр. Славянский; Крымская;59;;
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/273858094/;Московская область;sale;flat;5;18;1;34.0;3900000;мкр. РИП;Московская ;118к2;;Притяжение
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/301310226/;Московская область;sale;flat;2;16;1;38.0;4000000;Имени Н.И. Вавилова мкр; Вавилова;18/2;;
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308800083/;Московская область;sale;flat;16;17;1;33.0;4050000;мкр. Восточно-Кругликовский;Черкасская ;58/2;;Южная звезда (Черкасский)
ID 75598328;real_estate_agent;https://nn.cian.ru/sale/flat/307575885/;Московская область;sale;flat;5;5;2;41.8;4180000;Сормовский; Станиславского;42;Буревестник;
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/292274768/;Московская область;sale;flat;16;19;1;32.35;4150000;мкр. Славянский; Красных Партизан;1/4к15;;Светлоград
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/252799964/;Московская область;sale;flat;7;18;2;63.0;4290000;мкр. РИП;Московская ;118к1;;Притяжение
Светлана Анатольевна Рязанцева;realtor;https://nn.cian.ru/sale/flat/307636516/;Московская область;sale;flat;2;5;2;41.0;4300000;Дзержинск; Ульянова;17;;
СТС-ГРУПП;developer;https://orel.cian.ru/sale/flat/303081643/;Московская область;sale;flat;1;8;2;53.4;4333410;;;;;Микрорайон Первый
ID 75598328;real_estate_agent;https://nn.cian.ru/sale/flat/307661094/;Московская область;sale;flat;6;9;2;44.9;4490000;Автозаводский; Переходникова;13;Комсомольская;
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/301711588/;Московская область;sale;flat;2;10;2;59.0;4608240;Советский; Курчатова;32;;Атом-2
Капитал;developer;https://ryazan.cian.ru/sale/flat/300692072/;Московская область;sale;flat;14;18;1;40.95;4953722;Московский;Московское шоссе;;;Крылья
Ваш выбор;developer;https://volgograd.cian.ru/sale/flat/301037227/;Московская область;sale;flat;1;10;2;43.2;4978000;Краснооктябрьский;Варшавская ;4;;Мишино
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301731010/;Московская область;sale;flat;4;9;2;45.9;5287903;;;;;Южная мечта
ФСК;developer;https://kazan.cian.ru/sale/flat/299519817/;Московская область;sale;flat;2;4;1;36.81;5465806;;;;;ФоРест
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/297752799/;Московская область;sale;flat;7;19;1;43.2;5680800;Догма Парк мкр; Марины Цветаевой;17к1;;Аксиома
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/298798073/;Московская область;sale;flat;2;24;2;48.8;6344000;;;;;Огурцы
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/303563233/;Московская область;sale;flat;3;3;2;56.2;7193600;Дзержинский; Землячки;84/9;;Герои
ID 7271999;homeowner;https://kazan.cian.ru/sale/flat/307947373/;Московская область;sale;flat;8;10;1;41.47;7260000;Московский;Окольная ;11;Яшьлек;
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/303607532/;Московская область;sale;flat;2;3;2;57.44;7352320;Дзержинский; Землячки;84/7;;Герои
МЕГАЛИТ;real_estate_agent;https://kazan.cian.ru/sale/flat/303408068/;Московская область;sale;flat;7;9;2;54.0;7550000;Советский;Ломжинская ;6;Горки;
Берег Волги;developer;https://volgograd.cian.ru/sale/flat/301954221/;Московская область;sale;flat;5;17;2;50.8;7924800;Ворошиловский; Степана Разина;25/2;;Берег Волги
ID 119555777;homeowner;https://spb.cian.ru/sale/flat/305118153/;Московская область;sale;flat;1;3;2;41.07;4500000;Кировск; Кирова;18;;
AUTHOR DEVELOPMENT;developer;https://khotkovo.cian.ru/sale/flat/299022995/;Московская область;sale;flat;6;9;1;32.0;4595200;Хотьково; Михеенко;25к7;;Олимп
Альян;real_estate_agent;https://krym.cian.ru/sale/flat/307306984/;Московская область;sale;flat;2;5;1;29.5;4600000;;;;;
Rich Life;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/295145563/;Московская область;sale;flat;3;7;1;41.6;4784000;Дзержинский; Спасская;6;;Наследие
МСК;developer;https://rostov.cian.ru/sale/flat/225751095/;Московская область;sale;flat;24;26;1;33.4;4843000;Первомайский; Раздорская;2А;;Грин Парк
Первый Трест;developer;https://ufa.cian.ru/sale/flat/303625430/;Московская область;sale;flat;8;32;1;23.03;4870800;Советский;Зеленая Роща жилрайон;;;Урбаника ЖК
ВКБ-Новостройки;developer;https://krasnodar.cian.ru/sale/flat/301544742/;Московская область;sale;flat;9;9;2;54.3;4887000;микрорайон Надежда; Надежды;;;Южная Долина
Флиппинг со вкусом;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/301241999/;Московская область;sale;flat;14;16;2;41.0;4900000;Ленинский;Волховская ;31;Площадь Маркса;Радуга
Железно Эксперт;real_estate_agent;https://kirov.cian.ru/sale/flat/301622013/;Московская область;sale;flat;10;14;2;45.4;4999000;Ленинский; Анжелия Михеева;20А;;Аврора
Железно Эксперт;real_estate_agent;https://kirov.cian.ru/sale/flat/307157289/;Московская область;sale;flat;9;18;1;42.0;5040000;Ленинский; Ленина;190к5;;по ул. Ленина
ID 123388923;homeowner;https://krasnodar.cian.ru/sale/flat/308714040/;Московская область;sale;flat;7;18;1;39.87;5000000;;;;;Родные Просторы
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308328282/;Московская область;sale;flat;11;16;1;35.0;5150000;Прикубанский; Западный обход;39/2к1;;Самолет
ID 15065491;homeowner;https://krasnodar.cian.ru/sale/flat/307426390/;Московская область;sale;flat;7;14;1;48.0;5250000;мкр. Комсомольский;Сормовская ;181;;
Лариса Лелеко;realtor;https://omsk.cian.ru/sale/flat/306144096/;Московская область;sale;flat;7;9;1;41.0;5300000;мкр. Амурский;Барнаульская ;97к1;;
Сокол;developer;https://rostov.cian.ru/sale/flat/300815927/;Московская область;sale;flat;23;24;2;42.38;5382260;Советский; Еременко;113;;Сокольники
Алексей Шнейдер;realtor;https://ekb.cian.ru/sale/flat/307339246/;Московская область;sale;flat;5;16;1;33.4;5400000;Чкаловский; Чемпионов;5;Ботаническая;
Ян Марченко;realtor;https://lytkarino.cian.ru/sale/flat/307048896/;Московская область;sale;flat;2;18;2;55.0;5400000;;;33;Томилино;Гармония Парк
Интергрупп;developer;https://spb.cian.ru/sale/flat/300485999/;Московская область;sale;flat;6;9;1;36.72;5571760;Колпинский;Заречье тер.;;Рыбацкое;Квартал Заречье
Стройспецмонтаж;developer;https://www.cian.ru/sale/flat/300986212/;Московская область;sale;flat;4;9;1;42.1;5600000;;;;;Мой город
РИСАН;developer;https://penza.cian.ru/sale/flat/296802866/;Московская область;sale;flat;7;23;1;40.6;5684000;Ленинский;;;;Центральный квартал Скала Сити ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/307542183/;Московская область;sale;flat;1;5;2;41.0;5700000;; Береговая;1;Кучино;
Самолет плюс Краснодар;real_estate_agent;https://krasnodar.cian.ru/sale/flat/294875111/;Московская область;sale;flat;6;14;2;56.0;5700000;Прикубанский; 3-я Трудовая;1/3;;Зеленодар
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/292155911/;Московская область;sale;flat;4;5;1;48.1;5747850;Прикубанский; Имени Валерия Вишневецкого;9к3;;
ID 85641050;homeowner;https://spb.cian.ru/sale/flat/306698521/;Московская область;sale;flat;5;5;1;35.7;5750000;Невский;Октябрьская набережная;122К4;Ломоносовская;
Альян;real_estate_agent;https://krym.cian.ru/sale/flat/307398481/;Московская область;sale;flat;2;3;1;36.0;5800000;Партенит пгт;шоссе Фрунзенское;4;;
ID 269655;realtor;https://podolsk.cian.ru/sale/flat/269054565/;Московская область;sale;flat;2;14;1;39.0;5850000;; Академика Доллежаля;22;Подольск;
КОМОССТРОЙ;developer;https://izhevsk.cian.ru/sale/flat/262218038/;Московская область;sale;flat;1;17;2;59.3;5853000;Октябрьский; Холмогорова;89;;Холмогоровский
Железно Эксперт;real_estate_agent;https://kirov.cian.ru/sale/flat/307366484/;Московская область;sale;flat;17;17;2;52.0;5950000;Ленинский; Энтузиастов;15;;Урванцево
Альян;real_estate_agent;https://krym.cian.ru/sale/flat/307399357/;Московская область;sale;flat;3;5;2;48.4;9000000;Алушта; Ялтинская;10;;
Железно Эксперт;real_estate_agent;https://kirov.cian.ru/sale/flat/304971393/;Московская область;sale;flat;5;5;2;84.9;9100000;Первомайский;Орловская ;52;;
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/299593889/;Московская область;sale;flat;7;25;1;38.76;9146890;;;;Медведково;Кит 2 ЖК
Первый Трест;developer;https://ufa.cian.ru/sale/flat/293354725/;Московская область;sale;flat;32;33;1;31.28;9218800;Советский;бульвар Ибрагимова;90/2;;Grand&Grand
Риверхаус;developer;https://shchyolkovo.cian.ru/sale/flat/302077761/;Московская область;sale;flat;16;20;1;46.6;9320000;;Советская ;60;Первомайская;River House
4ROOMS;real_estate_agent;https://spb.cian.ru/sale/flat/301975182/;Московская область;sale;flat;6;19;2;62.2;9500000;Красносельский; Коммунаров;188к3;Ленинский проспект;Дудергофская линия 3
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292522658/;Московская область;sale;flat;12;26;1;41.3;10478030;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
do A.S.A.P.;real_estate_agent;https://balashikha.cian.ru/sale/flat/302082444/;Московская область;sale;flat;2;27;2;52.0;11000000;; Некрасова;11Б;Кучино;Новое Измайлово-2
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/301730882/;Московская область;sale;flat;1;10;1;50.7;11407500;Лазаревский;;;;Мармелад
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303245900/;Московская область;sale;flat;5;12;1;28.18;11711334;Центральный;Пластунская ;104Бк1;;Южный Парк
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/301255367/;Московская область;sale;flat;2;3;1;38.0;12000000;Красная Поляна пгт; Волоколамская;84;;
Юлия Токарь;realtor;https://krym.cian.ru/sale/flat/308132479/;Московская область;sale;flat;3;9;1;48.8;12200000;Ялта; Дражинского;45А;;Sky Plaza 3.0
CENTURY 21 Перспектива;real_estate_agent;https://kotelniki.cian.ru/sale/flat/308356729/;Московская область;sale;flat;13;24;2;60.0;12700000;; Строителей;5;Котельники;Мкрн. Белая дача
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/297629001/;Московская область;sale;flat;5;8;2;53.0;12700000;Центральный; Голенева;17/4;;
Флиппинг со вкусом;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/306800136/;Московская область;sale;flat;4;29;2;51.81;12750000;Октябрьский;Военная ;51;Октябрьская;Тихомиров
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307887015/;Московская область;sale;flat;16;25;2;47.0;12890000;Покровское-Стрешнево;Волоколамское шоссе;81/2с3;Трикотажная;Апартаментный комплекс Level Стрешнево
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/289741982/;Московская область;sale;flat;1;6;2;65.27;12858190;мкр. Южный;проспект Ленина;50;;5 Авеню
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/301967730/;Московская область;sale;flat;2;11;1;37.6;12923120;Адмиралтейский;Измайловское;;Фрунзенская;ЛСР. Измайловский
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/307819904/;Московская область;sale;flat;3;17;1;38.7;13400000;Северное Медведково;Полярная ;52К1;Медведково;
Сергей Черных;realtor;https://www.cian.ru/sale/flat/306445585/;Московская область;sale;flat;4;12;2;40.0;14600000;Очаково-Матвеевское;Очаковское шоссе;4К2;Аминьевская;
Юлия Токарь;realtor;https://krym.cian.ru/sale/flat/308116435/;Московская область;sale;flat;4;9;2;50.3;14587000;Ялта; Дражинского;45А;;Sky Plaza 3.0
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302788690/;Московская область;sale;flat;5;5;1;23.1;14784000;Лазаревский;;;;Alean Resort Montvert
NEXT;real_estate_agent;https://spb.cian.ru/sale/flat/308572985/;Московская область;sale;flat;13;14;2;51.12;15150000;Приморский;Вазаский переулок;3;Черная речка;ЦДС Черная речка
Владислав Карпов;realtor;https://www.cian.ru/sale/flat/306387862/;Московская область;sale;flat;2;9;2;45.0;15200000;Очаково-Матвеевское;Веерная ;3К5;Матвеевская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306021420/;Московская область;sale;flat;23;27;1;38.4;15300000;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы;Тринити-2
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303245902/;Московская область;sale;flat;1;12;2;47.95;17214050;Центральный;Пластунская ;104Бк1;;Южный Парк
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/301730910/;Московская область;sale;flat;7;10;2;80.5;17307500;Лазаревский;;;;Мармелад
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302688719/;Московская область;sale;flat;3;8;1;27.34;17224200;Хостинский;;;;Marine Garden Sochi
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/297527170/;Московская область;sale;flat;1;5;1;44.2;5345600;Тамань ст-ца; Карла Маркса;262А;;Лермонтов
ID 113910006;homeowner;https://krasnodar.cian.ru/sale/flat/308184223/;Московская область;sale;flat;2;5;1;30.0;5300000;Центральный; Коммунаров;201;;
Третий Трест;developer;https://ufa.cian.ru/sale/flat/299011367/;Московская область;sale;flat;24;25;2;33.4;5392997;Дёмский;Дема жилрайон;;;Экогород 
АН Петро-риэлт;real_estate_agent;https://spb.cian.ru/sale/flat/297727498/;Московская область;sale;flat;10;13;1;35.24;5600000;пос. Новогорелово; Промышленная;10/4;;Новое Горелово
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/274940758/;Московская область;sale;flat;15;18;2;51.0;5620000;Прикубанский; Боспорская;2;;Губернский
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/274575394/;Московская область;sale;flat;8;17;2;60.0;5705000;мкр. Восточно-Кругликовский; Генерала Трошева;47;;Восточный
ЛенРусСтрой;developer;https://spb.cian.ru/sale/flat/269630103/;Московская область;sale;flat;1;12;1;38.08;5750080;Новоселье городской поселок; Большая Балтийская;10к1;;ЛесART
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/306224649/;Московская область;sale;flat;15;23;1;34.1;5890000;Невский;проспект Советский;39к1;Рыбацкое;Живи! в Рыбацком
Сармат;developer;https://krasnodar.cian.ru/sale/flat/303917969/;Московская область;sale;flat;9;16;1;37.4;5946600;Прикубанский; Западный обход;65/1;;Cармат
Доннефтестрой;developer;https://rostov.cian.ru/sale/flat/293510728/;Московская область;sale;flat;25;25;2;39.2;6138720;Пролетарский;Театральный проспект;;;Панорама на Театральном
Манхэттен;developer;https://rostov.cian.ru/sale/flat/302625614/;Московская область;sale;flat;6;30;1;45.03;6169110;Первомайский;проспект Шолохова;211/3;;Манхэттен 2.0
МСК;developer;https://rostov.cian.ru/sale/flat/253680213/;Московская область;sale;flat;18;26;1;41.61;6199890;Ворошиловский; Ларина;45с11;;Сердце Ростова 2
Тройка;developer;https://kazan.cian.ru/sale/flat/298476128/;Московская область;sale;flat;5;5;2;52.99;6347842;;;;;Волшебный сад
ССК;developer;https://krasnodar.cian.ru/sale/flat/302117850/;Московская область;sale;flat;7;19;1;41.23;6390650;;;;;Лучший
ЧФК;representative_developer;https://krasnodar.cian.ru/sale/flat/262053329/;Московская область;sale;flat;17;17;2;70.85;6589050;Прикубанский; Душистая;77к1;;Дуэт
ID 118494155;homeowner;https://spb.cian.ru/sale/flat/308910750/;Московская область;sale;flat;3;14;1;35.3;6700000;Кировский; Лени Голикова;27К2;Проспект Ветеранов;
Триумф;real_estate_agent;https://krasnodar.cian.ru/sale/flat/307985631/;Московская область;sale;flat;9;14;2;69.0;6850000;Прикубанский; Душистая;43;;Молодежный
ЛенРусСтрой;developer;https://spb.cian.ru/sale/flat/272328497/;Московская область;sale;flat;1;16;1;38.27;6919199;пос. Новогорелово;бульвар Десантника Вадима Чугунова;8к1;;Новое Горелово
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/291149538/;Московская область;sale;flat;3;25;1;38.4;6980000;Пушкинский;проспект Новгородский;8;Купчино;Шушары
ИП Захарова Р. В.;real_estate_agent;https://rostov.cian.ru/sale/flat/302218798/;Московская область;sale;flat;20;26;1;48.0;7200000;Ворошиловский;бульвар Комарова;20В/9А;;Гагарин
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/296736749/;Московская область;sale;flat;10;24;1;31.0;7199000;Приморский; Плесецкая;10;Комендантский проспект;Полис на Комендантском
Доннефтестрой;developer;https://rostov.cian.ru/sale/flat/298762866/;Московская область;sale;flat;17;19;2;59.5;7294700;Советский;проспект Маршала Жукова;26к4;;Западные Аллеи
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/299761639/;Московская область;sale;flat;3;4;1;31.3;7400000;Красносельский; Ивана Куликова;12;Проспект Ветеранов;Солнечный город. Резиденции
Елена Токарева;realtor;https://krasnodar.cian.ru/sale/flat/308061341/;Московская область;sale;flat;4;5;2;69.0;7400000;Новознаменский жилрайон; Войсковая;20к1;;Марсель
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/301306025/;Московская область;sale;flat;5;9;2;45.6;7450000;Калининский;проспект Науки;2;Политехническая;
ПСК-6;developer;https://ufa.cian.ru/sale/flat/280246183/;Московская область;sale;flat;9;16;2;47.28;7564800;Ленинский; Аксакова;81;;Аксаковский
TOP GRADE ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/305599721/;Московская область;sale;flat;5;11;2;52.7;7650000;;;;;А101 Лаголово
Лидер;real_estate_agent;https://sochi.cian.ru/sale/flat/289912901/;Московская область;sale;flat;4;5;2;48.7;7900000;Хостинский;Транспортная ;78/31;;
