author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Самолет;developer;https://www.cian.ru/sale/flat/308966544/;Москва;sale;flat;1;8;1;33.93;8129979;2025;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;19,6 м²;6,1 м²;+74951378825;;;к23;Рассказовка;Новое Внуково ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308648977/;Москва;sale;flat;6;9;1;44.47;8051738;2026;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;16,3 м²;18,7 м²;+74951378825;;;к32;Рассказовка;Новое Внуково ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966444/;Москва;sale;flat;8;9;1;40.9;8124172;2026;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;25 м²;5,8 м²;+74951378825;;;к31;Рассказовка;Новое Внуково ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966468/;Москва;sale;flat;6;9;1;34.74;8112777;2025;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;16,4 м²;10,8 м²;+74951378825;;;к27;Рассказовка;Новое Внуково ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966451/;Москва;sale;flat;1;5;1;44.25;8122043;2025;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;16,3 м²;19,5 м²;+74951378825;;;к29;Рассказовка;Новое Внуково ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308648415/;Москва;sale;flat;8;14;1;32.67;8135551;2025;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;10,3 м²;10,6 м²;+74951374063;;;к17;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308920665/;Москва;sale;flat;11;13;1;35.85;8117503;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,3 м²;17,1 м²;+74958016242;Молжаниновский;;к5;Новоподрезково;Молжаниново ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966793/;Москва;sale;flat;5;10;1;40.39;8098091;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;27,5 м²;4,1 м²;+74951374954;;;к9;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308650469/;Москва;sale;flat;17;17;1;38.14;8141883;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,5 м²;19,3 м²;+74951374687;;;к2;Филатов Луг;Квартал Марьино ЖК
ПИК;developer;https://www.cian.ru/sale/flat/307237206/;Москва;sale;flat;14;17;1;31.9;8117656;2024;-1;Монолитный;-1;Чистовая;12,3 м²;10,5 м²;+74951370485;;;1.2;Щербинка;Юнино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308914325/;Москва;sale;flat;8;15;1;34.61;8125424;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,1 м²;17,2 м²;+74958016242;Молжаниновский;;к6;Новоподрезково;Молжаниново ЖК
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/306784584/;Москва;sale;flat;7;21;1;27.6;8142000;2025;-1;Монолитный;-1;Без отделки;8 м²;10,1 м²;+74951387243;;;;Коммунарка;Новая Звезда ЖК
А101;developer;https://www.cian.ru/sale/flat/306747341/;Москва;sale;flat;15;17;1;36.5;8069701;2025;-1;-1;-1;Без отделки;13,4 м²;11,5 м²;+74951344536;;;9.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/306747960/;Москва;sale;flat;5;9;1;34.4;8122975;2025;-1;-1;-1;Без отделки;12,8 м²;9,1 м²;+74951344536;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/306747955/;Москва;sale;flat;3;9;1;34.6;8074851;2025;-1;-1;-1;Без отделки;12,8 м²;9,2 м²;+74951344536;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
ID 116056234;developer;https://www.cian.ru/sale/flat/306728922/;Москва;sale;flat;11;23;1;25.3;8099036;2026;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;+74951370052;Куркино;Куркинское шоссе;15С3;Химки;Куркино 15
ПИК;developer;https://www.cian.ru/sale/flat/306483869/;Москва;sale;flat;2;28;1;37.1;8070251;2027;-1;Панельный;-1;Чистовая;9,2 м²;14 м²;+74996487215;Крюково;Зеленоград;6.5;Зеленоград — Крюково;Зелёный парк
Upside Development;developer;https://www.cian.ru/sale/flat/297367220/;Москва;sale;flat;5;8;1;35.6;8127480;2024;-1;Монолитный;-1;Чистовая;12,5 м²;15,5 м²;+74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
Upside Development;developer;https://www.cian.ru/sale/flat/297367201/;Москва;sale;flat;6;8;1;35.4;8106600;2024;-1;Монолитный;-1;Чистовая;12,5 м²;15,6 м²;+74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
